event_id,user_id,movie_id,watch_started,watch_minutes,completed,device,country
122,32,390,2024-09-07 09:18:33,34,FALSE,Mobile,ID
123,98,211,2024-09-28 23:24:36,143,TRUE,Mobile,ID
124,19,175,2024-07-10 23:13:44,154,TRUE,TV,PH
125,23,114,2024-07-12 08:59:25,30,FALSE,Mobile,MY
126,31,190,2024-10-24 02:48:32,152,TRUE,Mobile,MY
127,95,133,2025-04-05 21:52:05,109,TRUE,Mobile,ID
128,47,332,2025-04-27 08:14:02,133,TRUE,Mobile,TH
129,79,367,2024-11-21 06:47:48,13,FALSE,Mobile,VN
130,4,346,2025-02-06 22:41:17,17,FALSE,Mobile,MY
131,14,328,2024-05-28 01:57:58,127,FALSE,Web,TH
132,42,165,2024-10-31 14:40:11,157,TRUE,TV,SG
133,75,296,2025-05-18 02:17:46,142,FALSE,Mobile,ID
134,65,159,2025-06-03 05:38:00,156,TRUE,Web,IN
135,28,217,2025-02-16 10:02:38,112,TRUE,Mobile,MY
136,59,149,2024-11-29 18:19:24,104,TRUE,Mobile,ID
137,86,292,2024-07-28 13:23:44,67,FALSE,TV,TH
138,61,147,2024-06-06 07:18:25,19,FALSE,Mobile,IN
139,13,385,2024-05-17 14:07:35,97,FALSE,TV,TH
140,72,163,2025-02-14 02:01:40,145,TRUE,Mobile,TH
141,86,127,2024-11-10 09:48:02,110,FALSE,TV,TH
142,46,396,2025-04-30 02:51:19,28,FALSE,Mobile,VN
143,85,156,2024-12-28 22:35:52,125,TRUE,Web,VN
144,48,243,2025-06-20 21:59:59,31,FALSE,Mobile,MY
145,55,386,2024-04-21 09:24:24,145,FALSE,TV,PH
146,85,115,2024-08-19 03:11:57,70,FALSE,Mobile,VN
147,98,274,2024-12-29 15:33:03,81,FALSE,Mobile,ID
148,19,136,2024-07-20 04:44:06,146,TRUE,Web,PH
149,4,372,2024-09-15 02:22:03,25,FALSE,Mobile,MY
150,59,181,2025-01-13 10:17:22,89,FALSE,Mobile,ID
151,42,127,2024-07-30 20:13:10,147,TRUE,Mobile,SG
152,80,142,2024-10-29 08:21:52,14,FALSE,Mobile,VN
153,55,313,2024-10-30 04:11:56,126,TRUE,Mobile,PH
154,66,277,2025-02-28 22:10:15,31,FALSE,Mobile,VN
155,87,258,2024-05-06 06:38:27,153,TRUE,Mobile,VN
156,77,104,2024-09-06 18:43:23,16,FALSE,Mobile,TH
157,28,231,2024-11-11 19:41:08,37,FALSE,Mobile,MY
158,1,190,2024-07-10 08:11:45,129,FALSE,Mobile,IN
159,91,357,2025-06-08 23:21:43,60,FALSE,Web,PH
160,46,304,2024-05-03 20:34:16,20,FALSE,Mobile,VN
161,59,261,2025-06-22 04:55:43,21,FALSE,Mobile,ID
162,52,159,2025-02-09 14:20:58,165,TRUE,Mobile,IN
163,42,336,2025-01-07 01:25:23,45,FALSE,Mobile,SG
164,14,324,2025-02-06 00:55:32,64,FALSE,TV,TH
165,51,274,2024-09-20 02:24:09,81,FALSE,Mobile,VN
166,22,362,2024-06-28 13:36:38,21,FALSE,TV,TH
167,25,176,2024-10-01 12:22:14,91,TRUE,Mobile,VN
168,33,189,2024-07-28 17:41:57,52,FALSE,Web,MY
169,84,191,2025-04-19 19:00:32,21,FALSE,Mobile,VN
170,73,390,2024-12-08 01:02:17,150,TRUE,Web,ID
171,81,178,2025-03-08 13:46:23,82,FALSE,Mobile,VN
172,57,241,2024-05-14 15:07:27,163,TRUE,Mobile,MY
173,10,337,2025-03-18 00:17:06,81,FALSE,Mobile,PH
174,48,140,2024-06-10 03:14:55,75,FALSE,TV,MY
175,65,384,2024-05-02 20:43:07,100,TRUE,Mobile,IN
176,74,265,2025-04-05 10:22:03,50,FALSE,TV,ID
177,8,276,2024-06-05 12:00:32,117,TRUE,TV,ID
178,23,227,2025-03-07 00:24:20,12,FALSE,Tablet,MY
179,68,287,2025-01-15 14:27:52,135,TRUE,Tablet,MY
180,50,127,2024-12-16 22:18:57,106,FALSE,Mobile,SG
181,13,246,2024-10-13 17:32:30,144,TRUE,Web,TH
182,85,271,2024-06-03 07:18:25,156,FALSE,TV,VN
183,19,301,2024-07-10 03:49:59,91,TRUE,TV,PH
184,11,387,2025-01-18 13:48:40,81,FALSE,TV,ID
185,43,370,2024-06-12 14:05:22,34,FALSE,TV,VN
186,55,286,2024-11-26 21:40:51,132,TRUE,Mobile,PH
187,28,349,2024-08-28 03:14:13,89,FALSE,Mobile,MY
188,18,140,2024-11-16 17:57:51,41,FALSE,Web,MY
189,13,370,2024-04-30 07:39:51,131,FALSE,TV,TH
190,99,293,2024-07-29 19:28:47,160,TRUE,Mobile,MY
191,89,185,2025-03-06 22:49:25,161,FALSE,Mobile,IN
192,47,328,2024-11-08 07:26:29,62,FALSE,Web,TH
193,58,374,2024-10-03 18:25:26,61,FALSE,Mobile,ID
194,61,289,2025-06-18 01:23:17,51,FALSE,Tablet,IN
195,60,296,2025-04-26 14:51:36,74,FALSE,TV,ID
196,21,171,2024-10-12 04:23:51,53,FALSE,Mobile,MY
197,62,153,2025-05-06 17:14:52,97,TRUE,Web,ID
198,37,183,2024-10-29 21:11:54,23,FALSE,Mobile,TH
199,66,324,2024-06-11 05:39:53,39,FALSE,Tablet,VN
200,29,114,2025-02-17 06:14:20,117,FALSE,Mobile,PH
201,65,142,2025-01-17 04:52:43,97,TRUE,Mobile,IN
202,41,272,2024-07-23 10:33:23,27,FALSE,Mobile,VN
203,37,172,2025-03-31 08:50:47,122,TRUE,Mobile,TH
204,1,110,2024-10-16 18:46:04,22,FALSE,Mobile,IN
205,20,371,2025-02-23 18:02:26,142,FALSE,Mobile,VN
206,37,255,2024-07-04 15:25:04,62,FALSE,Mobile,TH
207,54,335,2024-05-19 18:48:36,165,FALSE,Mobile,MY
208,64,364,2025-06-21 15:39:41,154,TRUE,Mobile,TH
209,19,320,2024-04-02 05:09:40,76,FALSE,TV,PH
210,31,144,2025-05-12 14:27:33,148,TRUE,Tablet,MY
211,9,360,2025-06-05 10:08:28,136,TRUE,Mobile,MY
212,61,299,2025-01-15 22:51:39,13,FALSE,Mobile,IN
213,3,277,2024-10-05 06:54:46,93,FALSE,Web,VN
214,81,398,2024-12-15 06:35:46,28,FALSE,Mobile,VN
215,46,190,2025-03-27 21:11:54,141,TRUE,Tablet,VN
216,62,170,2024-05-20 00:16:45,163,TRUE,Web,ID
217,59,251,2024-09-04 13:55:42,11,FALSE,Mobile,ID
218,26,262,2024-11-27 20:14:00,12,FALSE,TV,TH
219,70,198,2024-11-09 05:29:37,123,TRUE,Mobile,VN
220,100,270,2024-10-30 05:07:36,14,FALSE,Mobile,PH
221,48,326,2025-01-26 07:34:51,113,FALSE,Mobile,MY
222,24,289,2025-05-09 08:00:12,129,TRUE,Mobile,MY
223,11,193,2025-05-29 16:22:47,110,TRUE,Mobile,ID
224,14,268,2024-11-16 15:07:41,22,FALSE,Mobile,TH
225,78,328,2024-12-30 01:18:38,111,TRUE,Mobile,VN
226,94,323,2024-10-31 06:04:58,92,TRUE,TV,TH
227,8,308,2025-01-08 04:36:37,21,FALSE,TV,ID
228,96,116,2024-07-20 21:36:07,42,FALSE,Web,PH
229,87,135,2024-10-01 07:16:21,114,TRUE,Web,VN
230,47,391,2024-04-26 03:42:22,94,TRUE,TV,TH
231,87,291,2025-03-11 19:37:41,117,FALSE,Web,VN
232,74,372,2025-01-11 00:26:34,37,FALSE,Mobile,ID
233,84,228,2024-06-28 02:50:07,73,FALSE,Mobile,VN
234,24,388,2024-07-01 11:13:26,129,TRUE,Mobile,MY
235,34,247,2025-04-17 12:38:07,116,TRUE,Mobile,MY
236,18,332,2024-08-13 02:32:52,20,FALSE,Web,MY
237,57,264,2024-12-26 20:28:36,24,FALSE,Web,MY
238,71,254,2024-08-01 08:06:38,140,TRUE,Web,VN
239,90,286,2025-05-01 03:53:40,165,TRUE,Mobile,PH
240,26,222,2025-04-19 17:14:11,37,FALSE,Mobile,TH
241,71,383,2024-07-10 19:06:39,148,TRUE,TV,VN
242,12,259,2025-02-04 06:14:23,18,FALSE,Tablet,IN
243,93,310,2025-06-21 12:55:20,124,TRUE,Mobile,VN
244,41,331,2025-03-28 19:45:36,20,FALSE,TV,VN
245,45,383,2024-08-20 08:02:19,34,FALSE,Web,MY
246,17,129,2024-07-06 10:31:51,112,TRUE,TV,VN
247,39,183,2024-12-07 14:49:56,44,FALSE,Tablet,MY
248,29,366,2024-11-07 15:02:39,90,FALSE,Web,PH
249,33,383,2024-10-31 04:08:17,52,FALSE,Mobile,MY
250,39,358,2024-08-09 23:36:03,159,TRUE,TV,MY
251,75,188,2024-12-19 05:41:06,41,FALSE,Web,ID
252,73,115,2024-06-03 02:06:13,12,FALSE,Mobile,ID
253,83,208,2025-06-19 09:24:37,149,TRUE,Mobile,VN
254,82,355,2025-05-29 18:18:05,9,FALSE,Mobile,MY
255,39,308,2024-11-18 00:34:09,125,TRUE,Mobile,MY
256,89,181,2025-03-08 10:50:25,17,FALSE,Mobile,IN
257,60,275,2024-07-21 14:10:42,54,FALSE,Mobile,ID
258,92,277,2025-02-04 16:36:58,83,FALSE,Mobile,ID
259,48,264,2024-10-05 18:19:13,133,TRUE,Mobile,MY
260,35,150,2024-05-10 07:21:03,117,TRUE,Mobile,MY
261,50,182,2024-12-11 07:50:45,159,TRUE,Tablet,SG
262,93,198,2024-08-02 18:21:28,82,FALSE,Mobile,VN
263,66,258,2025-04-22 07:39:14,121,TRUE,Mobile,VN
264,51,224,2024-09-15 02:34:57,131,TRUE,TV,VN
265,7,245,2025-04-20 09:29:47,14,FALSE,TV,TH
266,84,105,2024-06-23 11:53:27,122,TRUE,Mobile,VN
267,34,288,2024-05-06 03:22:45,95,FALSE,Mobile,MY
268,73,384,2024-11-11 03:55:32,145,TRUE,Mobile,ID
269,65,244,2024-07-02 06:47:52,117,FALSE,Mobile,IN
270,13,274,2025-06-08 06:44:20,102,TRUE,Tablet,TH
271,97,202,2025-05-01 10:43:53,38,FALSE,Mobile,ID
272,6,120,2024-07-16 10:32:35,13,FALSE,Web,MY
273,61,364,2024-07-18 13:42:23,134,TRUE,Mobile,IN
274,79,184,2025-01-31 05:12:15,83,FALSE,Tablet,VN
275,95,273,2025-04-30 01:02:12,78,FALSE,Web,ID
276,69,254,2025-04-04 20:38:22,127,FALSE,Web,ID
277,48,157,2025-02-18 12:52:24,86,FALSE,TV,MY
278,93,343,2024-10-24 05:50:45,163,TRUE,Tablet,VN
279,100,127,2025-06-28 05:39:44,150,TRUE,Mobile,PH
280,68,295,2024-07-24 18:44:19,163,FALSE,Web,MY
281,32,394,2024-06-25 08:36:03,10,FALSE,Mobile,ID
282,57,315,2024-07-27 14:52:59,82,FALSE,Mobile,MY
283,27,342,2024-05-19 09:00:26,107,TRUE,Web,ID
284,67,388,2024-12-09 11:21:44,55,FALSE,Tablet,MY
285,62,189,2025-03-24 00:44:57,136,TRUE,Tablet,ID
286,44,236,2025-04-12 01:46:16,141,TRUE,Mobile,ID
287,32,386,2024-11-18 20:25:39,73,FALSE,Mobile,ID
288,39,207,2025-04-15 19:40:41,75,FALSE,Mobile,MY
289,45,241,2024-11-10 12:46:58,145,FALSE,Mobile,MY
290,87,303,2024-12-25 01:46:35,141,TRUE,Tablet,VN
291,19,122,2024-11-10 09:49:05,76,FALSE,Tablet,PH
292,11,232,2025-04-08 02:41:05,90,FALSE,Mobile,ID
293,69,388,2024-10-28 23:23:28,71,FALSE,Mobile,ID
294,79,126,2025-05-18 11:19:51,152,TRUE,Mobile,VN
295,30,152,2025-02-16 00:29:45,15,FALSE,Mobile,SG
296,61,171,2024-04-05 00:35:20,27,FALSE,Tablet,IN
297,21,344,2025-04-06 20:17:07,106,TRUE,TV,MY
298,97,265,2024-11-08 16:31:39,75,FALSE,TV,ID
299,99,394,2024-09-28 08:53:53,24,FALSE,TV,MY
300,93,190,2025-02-19 13:56:26,11,FALSE,Web,VN
301,23,304,2025-04-20 18:37:30,11,FALSE,Mobile,MY
302,96,120,2024-04-08 04:45:09,76,FALSE,Mobile,PH
303,78,272,2024-11-08 00:36:49,29,FALSE,Mobile,VN
304,83,169,2025-04-27 15:12:19,141,TRUE,Mobile,VN
305,25,270,2024-08-05 05:06:45,30,FALSE,Web,VN
306,83,196,2024-04-11 22:32:54,67,FALSE,Web,VN
307,38,199,2024-08-15 07:27:44,147,TRUE,TV,ID
308,82,364,2024-12-11 16:59:45,105,FALSE,Mobile,MY
309,86,195,2024-07-19 05:11:43,26,FALSE,Mobile,TH
310,32,234,2025-01-23 22:20:41,3,FALSE,Mobile,ID
311,97,269,2024-11-21 12:40:42,70,FALSE,TV,ID
312,74,234,2025-01-05 06:32:12,4,FALSE,TV,ID
313,8,339,2024-11-25 07:17:05,32,FALSE,Mobile,ID
314,88,260,2024-07-01 04:47:17,130,FALSE,TV,PH
315,38,213,2024-07-13 17:54:09,96,TRUE,Mobile,ID
316,59,382,2025-04-01 16:52:17,157,TRUE,Web,ID
317,86,227,2024-06-03 14:10:23,57,FALSE,TV,TH
318,68,389,2024-06-27 03:43:24,94,TRUE,Mobile,MY
319,71,375,2024-07-26 09:27:03,131,TRUE,Mobile,VN
320,67,206,2025-06-27 22:39:38,115,TRUE,Mobile,MY
321,66,333,2024-07-12 11:37:14,116,FALSE,TV,VN
322,59,337,2024-11-26 08:41:49,146,TRUE,Web,ID
323,51,102,2024-09-17 05:58:29,67,FALSE,TV,VN
324,6,133,2025-05-26 08:01:07,110,TRUE,Tablet,MY
325,9,310,2024-08-18 19:05:42,122,TRUE,Web,MY
326,99,296,2025-03-15 09:20:17,109,TRUE,Web,MY
327,49,377,2024-07-13 07:06:34,98,TRUE,TV,PH
328,45,192,2025-05-23 07:13:26,32,FALSE,Mobile,MY
329,17,102,2024-04-18 15:49:01,59,FALSE,Tablet,VN
330,60,295,2024-09-26 09:14:54,141,TRUE,Mobile,ID
331,45,242,2024-08-25 09:31:48,41,FALSE,Tablet,MY
332,93,117,2025-02-20 15:12:40,30,FALSE,TV,VN
333,3,206,2024-05-23 06:23:36,63,FALSE,Mobile,VN
334,5,125,2024-10-08 02:10:30,116,TRUE,Web,MY
335,52,212,2024-05-14 20:11:35,114,TRUE,Mobile,IN
336,38,395,2024-12-04 16:47:44,61,FALSE,TV,ID
337,99,222,2024-11-21 09:17:48,84,FALSE,Web,MY
338,85,254,2024-10-31 17:14:27,135,TRUE,Mobile,VN
339,76,319,2025-06-06 17:48:26,46,FALSE,Mobile,VN
340,45,264,2025-02-18 08:51:13,99,FALSE,Mobile,MY
341,39,376,2025-04-03 19:01:50,98,TRUE,Mobile,MY
342,29,174,2025-03-26 15:24:52,78,FALSE,Tablet,PH
343,72,386,2025-05-17 15:45:48,107,FALSE,Mobile,TH
344,32,205,2024-12-13 12:32:54,67,FALSE,TV,ID
345,58,198,2024-05-11 00:42:44,96,TRUE,Mobile,ID
346,87,138,2024-08-25 03:37:04,156,TRUE,Web,VN
347,76,207,2024-12-15 14:54:16,145,TRUE,Mobile,VN
348,2,198,2024-07-01 02:55:56,56,FALSE,Web,MY
349,97,205,2025-02-03 01:45:26,124,FALSE,Tablet,ID
350,71,245,2025-01-21 16:02:57,84,FALSE,Mobile,VN
351,84,285,2025-05-04 07:35:35,93,TRUE,Web,VN
352,60,341,2024-12-05 17:34:51,27,FALSE,Tablet,ID
353,48,312,2024-05-06 12:11:51,82,FALSE,TV,MY
354,29,109,2024-10-20 13:10:54,39,FALSE,TV,PH
355,75,252,2024-07-28 09:09:16,150,FALSE,Mobile,ID
356,30,226,2025-04-23 19:39:15,99,TRUE,TV,SG
357,88,232,2025-04-15 12:33:26,88,FALSE,Tablet,PH
358,83,281,2024-08-10 11:20:29,127,TRUE,Mobile,VN
359,70,378,2024-05-16 14:50:41,127,TRUE,TV,VN
360,10,104,2025-02-15 07:32:53,14,FALSE,Mobile,PH
361,81,135,2024-07-27 07:23:48,61,FALSE,Mobile,VN
362,65,348,2025-04-14 22:15:53,118,TRUE,Mobile,IN
363,69,109,2025-05-17 05:03:36,143,TRUE,Web,ID
364,69,109,2025-04-26 01:59:07,75,FALSE,Web,ID
365,87,192,2024-06-23 02:55:50,112,FALSE,Tablet,VN
366,68,224,2024-08-28 01:52:22,40,FALSE,TV,MY
367,33,304,2024-06-01 09:01:31,92,TRUE,Mobile,MY
368,52,216,2024-11-19 23:55:57,119,TRUE,TV,IN
369,11,148,2025-02-09 18:56:06,10,FALSE,Mobile,ID
370,71,105,2024-08-12 02:49:17,123,TRUE,Mobile,VN
371,56,390,2024-06-14 01:40:24,86,FALSE,Web,IN
372,6,209,2025-06-15 05:37:20,60,FALSE,Mobile,MY
373,6,244,2025-05-27 18:49:33,21,FALSE,TV,MY
374,5,262,2024-04-13 03:53:16,47,FALSE,Tablet,MY
375,76,304,2024-05-30 18:13:07,38,FALSE,Mobile,VN
376,73,391,2025-01-28 06:24:17,63,FALSE,TV,ID
377,70,297,2024-07-18 16:52:05,86,FALSE,Web,VN
378,89,357,2024-12-25 15:17:18,22,FALSE,Mobile,IN
379,56,139,2024-12-21 13:06:32,61,FALSE,TV,IN
380,79,268,2024-04-24 00:15:44,154,TRUE,TV,VN
381,58,384,2025-01-17 14:27:59,127,TRUE,Mobile,ID
