rating_id,user_id,movie_id,stars,review_text,rating_date
73,99,354,5,Worth the watch.,2024-05-28
74,74,159,3,Worth the watch.,2025-05-27
75,47,378,1,Beautiful.,2024-11-12
76,70,212,4,Bagus sekali.,2025-04-12
77,84,227,3,Loved it.,2024-11-17
78,34,279,1,Hay qua.,2025-06-18
79,16,222,2,Beautiful.,2025-01-27
80,89,280,5,Pacing issues.,2024-11-06
81,22,172,2,Tidak terlalu menarik.,2025-05-18
82,8,392,3,Worth the watch.,2024-08-22
83,77,376,2,Bohut acchi movie.,2025-03-27
84,38,249,5,Great regional pick.,2025-06-14
85,66,149,2,"Slow start, strong finish.",2024-05-01
86,36,165,2,Tidak terlalu menarik.,2024-06-14
87,92,265,2,Pacing issues.,2024-10-19
88,63,173,5,Pacing issues.,2024-08-16
89,81,313,4,Hay qua.,2024-05-09
90,82,148,4,Worth the watch.,2025-04-19
91,36,289,4,Hay qua.,2024-09-15
92,75,102,1,Beautiful.,2024-11-21
93,82,284,1,Worth the watch.,2024-10-21
94,28,320,2,Hay qua.,2024-08-16
95,42,246,3,Worth the watch.,2025-01-21
96,17,390,4,Bohut acchi movie.,2025-03-16
97,98,125,1,Bagus sekali.,2025-02-15
98,59,109,1,Could be better.,2024-11-12
99,59,101,4,Tidak terlalu menarik.,2025-03-19
100,17,255,2,Great regional pick.,2024-05-18
101,84,285,3,Bagus sekali.,2024-10-08
102,86,185,1,"Slow start, strong finish.",2025-02-15
103,40,220,4,Pacing issues.,2024-05-17
104,91,149,1,Tidak terlalu menarik.,2024-12-01
105,10,168,5,Tidak terlalu menarik.,2024-12-22
106,88,328,1,Loved it.,2025-03-23
107,44,162,4,Beautiful.,2024-06-07
108,62,137,2,"Slow start, strong finish.",2024-05-16
109,94,153,1,Bohut acchi movie.,2024-10-06
110,39,171,4,Could be better.,2025-02-23
111,87,174,1,Worth the watch.,2025-01-14
112,2,185,4,Bohut acchi movie.,2025-04-05
113,28,178,4,Mediocre plot.,2025-03-18
114,57,212,1,Bagus sekali.,2024-06-11
115,97,164,5,Beautiful.,2024-10-14
116,45,320,3,Could be better.,2024-08-05
117,36,144,2,Worth the watch.,2025-02-02
118,77,246,1,Pacing issues.,2025-06-23
119,39,206,5,Mediocre plot.,2024-12-17
120,25,301,3,Pacing issues.,2024-04-28
121,31,354,4,Bagus sekali.,2024-08-02
122,64,137,5,Loved it.,2024-10-02
123,41,168,4,Mediocre plot.,2024-11-02
124,47,380,2,Hay qua.,2025-04-30
125,10,109,5,Bagus sekali.,2024-04-08
126,34,211,1,Loved it.,2025-05-10
127,51,360,3,Pacing issues.,2025-03-31
128,65,313,4,Beautiful.,2024-10-23
129,11,375,5,Mediocre plot.,2024-06-18
130,36,143,3,Bagus sekali.,2024-12-18
131,27,180,5,Bohut acchi movie.,2024-10-18
132,76,134,3,Beautiful.,2024-11-10
133,94,223,1,Tidak terlalu menarik.,2024-05-15
134,56,160,4,Mediocre plot.,2025-02-06
135,8,259,2,Bagus sekali.,2024-04-07
136,91,171,1,Could be better.,2024-12-11
137,45,368,5,Beautiful.,2024-08-11
138,22,291,2,Beautiful.,2025-05-05
139,35,161,1,Bohut acchi movie.,2025-05-19
140,55,240,5,Bagus sekali.,2024-08-13
141,92,396,1,Hay qua.,2024-11-20
142,66,285,1,Hay qua.,2025-06-14
143,73,186,3,Could be better.,2024-08-09
144,99,153,5,Pacing issues.,2025-04-06
145,15,217,5,Loved it.,2024-04-23
146,2,226,1,Hay qua.,2024-10-04
147,50,177,2,Loved it.,2025-01-09
148,92,315,2,Bohut acchi movie.,2024-08-06
149,54,264,3,Bagus sekali.,2025-01-18
150,48,162,5,Pacing issues.,2024-04-27
151,23,215,5,Loved it.,2024-10-23
152,9,339,3,Great regional pick.,2024-09-15
153,12,384,4,Loved it.,2024-10-06
154,26,250,5,Great regional pick.,2025-04-14
155,80,225,4,Bohut acchi movie.,2025-01-28
156,64,201,5,Tidak terlalu menarik.,2024-06-17
157,1,310,1,Tidak terlalu menarik.,2025-01-03
158,45,105,3,Loved it.,2025-04-24
159,85,293,3,Bagus sekali.,2024-07-15
160,68,222,4,Hay qua.,2024-05-01
161,19,244,1,Loved it.,2024-07-28
162,67,312,3,Hay qua.,2025-04-18
163,11,398,1,Worth the watch.,2024-06-08
164,82,302,1,Mediocre plot.,2025-01-16
165,8,323,2,Tidak terlalu menarik.,2024-08-28
166,34,262,4,Beautiful.,2025-05-31
167,95,268,3,Hay qua.,2024-08-18
168,30,139,2,Could be better.,2025-05-05
169,99,400,1,Could be better.,2024-05-25
170,22,331,4,Bohut acchi movie.,2024-10-26
171,16,375,3,Tidak terlalu menarik.,2024-11-18
172,40,338,3,Bagus sekali.,2024-05-17
173,21,256,5,Loved it.,2024-07-20
174,42,176,1,Beautiful.,2024-08-06
175,46,303,5,Loved it.,2025-03-13
176,39,234,2,Loved it.,2024-10-25
177,58,385,5,Tidak terlalu menarik.,2024-05-19
178,60,153,2,Bagus sekali.,2024-04-07
179,8,214,2,Tidak terlalu menarik.,2025-05-27
180,52,291,1,Mediocre plot.,2025-01-26
181,34,139,1,Bagus sekali.,2024-07-11
182,83,328,2,Bagus sekali.,2025-06-08
183,43,163,1,Hay qua.,2024-04-26
184,22,394,4,Beautiful.,2024-10-20
185,64,116,4,Pacing issues.,2024-11-05
186,23,282,2,Could be better.,2024-08-19
187,36,329,2,Loved it.,2025-02-09
188,80,226,3,Hay qua.,2024-10-28
189,71,346,1,Bagus sekali.,2024-08-22
190,50,171,4,Tidak terlalu menarik.,2025-02-24
191,68,228,5,Loved it.,2024-10-13
192,92,284,4,Worth the watch.,2025-05-06
193,63,277,5,Worth the watch.,2024-09-12
194,50,239,2,Loved it.,2024-09-11
195,77,213,1,Great regional pick.,2024-04-30
196,61,372,3,Mediocre plot.,2024-07-29
197,21,152,2,Pacing issues.,2024-08-02
198,35,374,1,Tidak terlalu menarik.,2025-01-20
199,50,282,2,Could be better.,2024-07-31
200,76,263,3,Mediocre plot.,2024-04-15
201,91,281,5,Mediocre plot.,2024-06-12
202,73,197,4,Worth the watch.,2024-09-06
203,23,352,1,Bagus sekali.,2024-04-29
204,30,213,1,Worth the watch.,2024-12-01
205,1,270,5,Tidak terlalu menarik.,2025-05-18
206,17,275,2,Bohut acchi movie.,2024-05-01
207,3,176,5,Beautiful.,2024-06-12
208,100,157,5,Bohut acchi movie.,2024-05-08
209,48,303,5,Bagus sekali.,2024-09-20
210,39,266,2,Could be better.,2025-04-10
211,56,350,3,Could be better.,2025-03-29
212,72,283,2,Pacing issues.,2025-01-27
213,23,294,3,Beautiful.,2025-03-19
214,38,166,2,Beautiful.,2024-04-01
215,90,394,4,Mediocre plot.,2024-04-17
216,24,263,5,Tidak terlalu menarik.,2025-02-22
217,73,154,4,Could be better.,2024-09-17
218,96,140,2,Bohut acchi movie.,2024-09-11
219,22,146,3,Hay qua.,2024-04-06
220,34,208,2,Beautiful.,2024-05-05
221,45,232,1,Beautiful.,2024-04-01
222,7,298,4,Beautiful.,2024-11-01
223,22,312,4,"Slow start, strong finish.",2024-09-27
224,70,293,1,Hay qua.,2025-05-09
225,74,216,2,Hay qua.,2024-05-08
226,5,251,1,Bohut acchi movie.,2024-08-12
227,14,138,3,Could be better.,2025-06-29
228,49,183,1,Worth the watch.,2024-05-18
229,44,348,1,"Slow start, strong finish.",2025-03-01
230,22,323,2,Loved it.,2024-05-22
231,43,206,2,"Slow start, strong finish.",2025-03-23
232,71,377,3,Pacing issues.,2024-08-23
233,39,222,1,Loved it.,2024-10-19
234,74,382,4,Could be better.,2024-04-28
235,47,102,4,Bagus sekali.,2024-08-29
236,85,346,2,Bagus sekali.,2024-04-14
237,27,188,3,Bagus sekali.,2024-11-29
238,15,258,4,Hay qua.,2024-12-07
239,85,236,1,Pacing issues.,2025-01-04
240,50,195,3,"Slow start, strong finish.",2024-10-07
241,24,329,1,Great regional pick.,2024-11-12
242,60,235,2,Great regional pick.,2025-01-14
243,8,178,1,Bagus sekali.,2025-03-09
244,45,378,4,Mediocre plot.,2024-07-26
245,71,132,4,Worth the watch.,2024-11-01
246,69,344,5,Tidak terlalu menarik.,2024-11-30
247,39,141,4,Beautiful.,2024-04-18
248,65,393,5,Mediocre plot.,2025-03-13
249,80,176,1,Hay qua.,2024-06-28
250,22,209,2,Could be better.,2024-04-22
251,55,141,4,Tidak terlalu menarik.,2025-05-27
252,81,176,5,Great regional pick.,2024-09-11
253,94,135,1,"Slow start, strong finish.",2025-01-10
254,51,383,3,Great regional pick.,2024-12-23
255,59,107,5,Mediocre plot.,2024-12-24
256,54,158,4,Could be better.,2024-06-15
257,73,399,1,Bagus sekali.,2025-01-14
258,100,152,3,Worth the watch.,2025-06-25
259,45,311,3,"Slow start, strong finish.",2025-03-02
260,63,393,5,Hay qua.,2024-04-20
261,23,242,4,Could be better.,2025-02-11
262,78,306,1,"Slow start, strong finish.",2025-06-30
263,43,222,1,Beautiful.,2024-11-30
264,35,291,1,Bohut acchi movie.,2025-05-24
265,39,260,3,Hay qua.,2025-06-14
266,90,151,2,Could be better.,2024-09-01
267,96,327,3,Great regional pick.,2025-04-09
268,54,146,2,Hay qua.,2024-07-18
269,53,349,5,Bohut acchi movie.,2025-05-26
270,8,364,2,Bagus sekali.,2024-09-07
271,91,360,4,Could be better.,2025-05-05
272,68,392,1,Could be better.,2024-07-08
273,26,130,2,Loved it.,2024-11-20
274,7,285,2,Great regional pick.,2024-10-06
275,60,359,4,Pacing issues.,2024-06-03
276,88,116,2,Bohut acchi movie.,2024-12-07
277,77,329,2,Hay qua.,2025-01-26
278,71,280,3,Could be better.,2025-06-03
279,34,147,3,Loved it.,2024-10-15
280,7,184,5,Tidak terlalu menarik.,2025-06-13
281,29,216,2,Great regional pick.,2025-02-28
282,53,363,1,Pacing issues.,2024-04-05
283,61,168,2,Mediocre plot.,2025-05-16
284,2,215,3,Mediocre plot.,2025-05-18
285,40,241,4,"Slow start, strong finish.",2025-06-11
286,45,336,3,Tidak terlalu menarik.,2024-11-25
287,39,367,5,"Slow start, strong finish.",2025-01-25
288,14,104,5,Pacing issues.,2025-06-06
289,48,388,5,Mediocre plot.,2024-08-23
290,39,156,4,Bagus sekali.,2024-09-20
291,36,267,3,Great regional pick.,2025-03-02
292,92,253,2,Could be better.,2024-12-21
293,98,224,1,Mediocre plot.,2024-10-24
294,85,264,2,Beautiful.,2024-04-14
295,84,355,3,Great regional pick.,2024-11-01
296,52,299,1,Mediocre plot.,2025-03-29
297,74,198,3,Beautiful.,2025-04-01
298,29,374,4,Pacing issues.,2024-10-01
299,65,254,2,Pacing issues.,2025-06-23
300,72,193,3,Bagus sekali.,2024-11-28
301,17,233,5,Could be better.,2025-03-15
302,43,146,2,Bohut acchi movie.,2024-07-24
303,96,258,4,Bohut acchi movie.,2024-10-08
304,34,400,3,Hay qua.,2025-06-10
305,16,341,1,Pacing issues.,2025-01-24
306,75,137,4,Tidak terlalu menarik.,2024-12-13
307,16,296,5,Great regional pick.,2024-10-29
308,7,178,2,Tidak terlalu menarik.,2024-09-23
309,53,392,4,Could be better.,2024-09-09
310,92,193,1,Hay qua.,2024-09-18
311,81,191,3,Pacing issues.,2024-04-30
312,1,332,3,Tidak terlalu menarik.,2025-04-25
313,100,187,5,Could be better.,2024-12-07
314,98,146,2,Mediocre plot.,2024-11-09
315,82,320,4,"Slow start, strong finish.",2024-12-01
316,50,103,1,Worth the watch.,2024-07-12
317,94,292,1,Bohut acchi movie.,2025-04-23
318,68,198,1,Pacing issues.,2024-04-03
319,81,228,2,Beautiful.,2025-06-24
320,45,260,2,Bagus sekali.,2024-10-14
321,65,257,2,Bagus sekali.,2025-05-27
322,6,253,3,Hay qua.,2025-04-08
323,67,369,3,"Slow start, strong finish.",2025-06-29
324,88,169,3,Hay qua.,2024-10-01
325,97,197,2,"Slow start, strong finish.",2024-04-10
326,30,215,2,Tidak terlalu menarik.,2025-04-11
327,3,359,2,Bagus sekali.,2024-10-05
328,92,120,4,Pacing issues.,2024-08-09
329,99,374,5,Loved it.,2025-01-30
330,7,156,1,Loved it.,2025-03-20
331,15,314,4,"Slow start, strong finish.",2024-06-03
332,71,230,4,Beautiful.,2024-06-18
333,27,105,3,"Slow start, strong finish.",2025-03-05
334,13,367,3,Mediocre plot.,2025-02-05
335,90,171,4,Bagus sekali.,2024-12-18
336,93,161,3,Bagus sekali.,2025-05-07
337,14,355,2,Mediocre plot.,2024-07-12
338,100,235,5,Tidak terlalu menarik.,2024-10-01
339,91,310,3,Could be better.,2024-04-21
340,71,355,2,Beautiful.,2024-12-03
341,43,221,1,Loved it.,2025-03-10
342,12,157,5,Pacing issues.,2024-12-09
343,20,147,5,Bagus sekali.,2025-04-06
344,93,152,3,Pacing issues.,2024-07-28
345,59,252,3,Hay qua.,2024-04-26
346,13,190,1,Great regional pick.,2024-10-02
347,87,261,4,Beautiful.,2024-05-30
348,13,124,1,Could be better.,2025-03-06
349,83,188,3,Bohut acchi movie.,2024-11-11
350,80,238,1,Bohut acchi movie.,2025-05-23
351,44,194,1,"Slow start, strong finish.",2024-10-22
352,59,240,4,Beautiful.,2025-06-10
353,62,316,2,Bagus sekali.,2024-06-07
354,90,131,2,Bagus sekali.,2024-10-31
355,76,348,5,Pacing issues.,2024-11-11
356,24,295,3,Mediocre plot.,2024-04-15
357,88,167,4,Hay qua.,2024-05-28
358,53,326,1,Bagus sekali.,2024-08-12
359,84,261,1,Beautiful.,2025-06-19
360,87,369,5,Beautiful.,2025-01-15
361,29,274,5,Worth the watch.,2025-03-19
362,90,149,4,Pacing issues.,2025-04-08
363,32,347,3,Pacing issues.,2025-03-13
364,83,298,2,Worth the watch.,2025-02-08
365,7,106,2,Worth the watch.,2025-06-09
366,61,354,2,Bagus sekali.,2025-04-20
367,63,265,2,Bohut acchi movie.,2024-08-21
368,7,360,2,Worth the watch.,2025-02-24
369,49,307,2,Bagus sekali.,2024-11-22
370,57,394,4,Bagus sekali.,2025-06-13
371,64,329,3,Bagus sekali.,2024-12-11
372,96,110,1,"Slow start, strong finish.",2024-10-29
373,5,386,5,Loved it.,2025-05-28
374,12,256,5,Worth the watch.,2024-07-15
375,84,334,3,Bohut acchi movie.,2025-05-28
376,7,215,4,Bohut acchi movie.,2025-01-12
377,99,343,3,Beautiful.,2024-11-18
378,15,150,2,Loved it.,2024-09-22
379,46,250,5,Worth the watch.,2024-10-09
380,90,155,1,Could be better.,2024-12-09
381,18,310,1,Great regional pick.,2025-02-07
382,26,197,1,"Slow start, strong finish.",2024-07-20
383,59,198,3,Bagus sekali.,2025-04-23
384,54,124,5,Bagus sekali.,2025-05-01
385,58,335,5,Worth the watch.,2024-06-08
386,64,103,5,Beautiful.,2024-04-25
387,71,322,5,Hay qua.,2024-12-17
388,100,191,5,Could be better.,2025-04-10
389,17,154,4,Pacing issues.,2025-02-02
390,78,265,5,"Slow start, strong finish.",2024-11-01
391,78,228,3,"Slow start, strong finish.",2024-09-23
392,38,332,2,Could be better.,2024-10-29
393,78,363,3,Beautiful.,2025-01-06
394,41,384,2,Tidak terlalu menarik.,2024-07-17
395,80,249,3,Pacing issues.,2024-06-07
396,91,192,5,Worth the watch.,2025-03-22
397,82,266,1,Bohut acchi movie.,2025-01-13
398,62,399,5,Pacing issues.,2025-03-30
399,54,374,3,"Slow start, strong finish.",2025-05-19
400,2,368,1,Loved it.,2024-10-13
401,19,128,1,Tidak terlalu menarik.,2024-08-15
402,97,183,3,Pacing issues.,2024-08-07
403,19,132,3,Tidak terlalu menarik.,2025-04-21
404,70,117,3,Hay qua.,2024-05-23
405,79,388,2,Beautiful.,2025-02-26
406,72,300,2,Worth the watch.,2025-05-07
407,90,248,1,"Slow start, strong finish.",2024-10-16
408,54,261,5,Loved it.,2024-04-07
409,96,229,2,Mediocre plot.,2025-06-19
410,100,327,2,Pacing issues.,2025-03-27
411,91,289,5,Worth the watch.,2025-04-14
412,78,201,2,Great regional pick.,2024-11-16
413,23,139,2,Could be better.,2025-04-12
414,66,162,4,Loved it.,2024-11-06
415,36,385,3,Could be better.,2024-06-22
416,75,231,1,Bohut acchi movie.,2024-11-25
417,91,180,1,Could be better.,2024-09-13
418,77,127,5,Pacing issues.,2024-09-02
419,63,394,5,Bohut acchi movie.,2024-05-08
420,91,263,5,Tidak terlalu menarik.,2024-07-04
421,67,135,5,Could be better.,2024-10-30
422,70,375,4,Bagus sekali.,2024-09-26
423,29,210,3,Bohut acchi movie.,2024-10-02
424,38,212,5,Worth the watch.,2024-11-30
425,72,105,1,Pacing issues.,2024-09-25
426,58,224,5,Mediocre plot.,2024-08-03
427,6,265,4,Bagus sekali.,2024-10-15
428,33,377,3,Loved it.,2024-12-21
429,99,292,5,Worth the watch.,2024-11-15
430,63,123,3,Pacing issues.,2024-07-08
431,42,364,1,Bagus sekali.,2024-06-25
432,99,376,5,Loved it.,2025-02-15
433,9,208,2,Pacing issues.,2024-11-04
434,14,206,5,Beautiful.,2025-06-24
435,95,323,1,Beautiful.,2025-03-18
436,20,113,4,Beautiful.,2024-09-17
437,5,145,1,Loved it.,2024-07-01
438,33,386,1,Mediocre plot.,2025-05-26
439,30,233,4,"Slow start, strong finish.",2024-11-17
440,81,308,4,Bohut acchi movie.,2024-04-09
441,50,161,5,Loved it.,2025-02-23
442,93,133,5,Loved it.,2025-03-25
443,10,284,5,Bagus sekali.,2024-08-27
444,88,255,5,Bagus sekali.,2024-08-23
445,98,325,4,"Slow start, strong finish.",2025-05-26
446,85,116,4,Could be better.,2024-12-30
447,29,170,4,Worth the watch.,2024-08-30
448,82,174,3,Pacing issues.,2025-06-29
449,94,292,1,Worth the watch.,2025-06-22
450,72,173,1,Loved it.,2024-04-03
451,74,302,5,Worth the watch.,2024-05-14
452,40,208,3,Tidak terlalu menarik.,2024-10-29
453,83,363,2,Could be better.,2024-07-04
454,29,230,2,Bagus sekali.,2024-07-02
455,86,391,1,Worth the watch.,2024-11-23
456,83,382,1,Great regional pick.,2025-03-10
457,9,229,1,Tidak terlalu menarik.,2025-04-07
458,75,350,3,Bohut acchi movie.,2024-06-05
459,86,221,1,Great regional pick.,2025-02-12
460,9,200,3,Hay qua.,2024-11-17
461,43,257,5,Could be better.,2025-01-15
462,73,287,3,"Slow start, strong finish.",2024-06-26
463,1,261,2,Tidak terlalu menarik.,2025-03-31
464,95,324,3,Bohut acchi movie.,2024-06-08
465,87,270,4,Hay qua.,2024-11-15
466,46,257,4,Worth the watch.,2024-05-26
467,23,142,3,Could be better.,2025-01-01
468,26,235,1,Beautiful.,2024-05-09
469,3,360,1,Mediocre plot.,2025-01-22
470,52,209,1,Worth the watch.,2024-08-12
471,70,377,4,Pacing issues.,2025-05-02
472,20,288,4,Tidak terlalu menarik.,2025-05-01
473,76,249,2,Hay qua.,2024-12-13
474,66,147,4,Bohut acchi movie.,2024-12-14
475,2,223,5,Pacing issues.,2024-06-24
476,97,364,2,Hay qua.,2024-06-21
477,23,390,5,Pacing issues.,2025-06-21
478,19,348,3,Loved it.,2024-07-22
479,98,350,2,Bagus sekali.,2024-08-14
480,48,220,1,Pacing issues.,2024-07-15
481,67,285,4,Hay qua.,2024-11-19
482,6,121,3,Bagus sekali.,2025-03-27
483,67,241,3,Mediocre plot.,2025-01-04
484,73,190,4,Pacing issues.,2024-10-11
485,47,140,5,Great regional pick.,2024-10-10
486,29,365,4,Bohut acchi movie.,2025-05-24
487,45,350,4,Mediocre plot.,2024-04-04
488,65,172,4,Could be better.,2024-07-27
489,10,364,3,Tidak terlalu menarik.,2024-06-16
490,24,181,3,Mediocre plot.,2025-04-03
491,16,218,4,Bohut acchi movie.,2025-04-04
492,15,347,4,Hay qua.,2024-07-17
493,76,183,4,Loved it.,2024-08-03
494,6,166,5,Mediocre plot.,2024-06-22
495,18,363,1,Mediocre plot.,2024-06-15
496,8,186,3,Could be better.,2024-12-21
497,52,389,1,Beautiful.,2025-04-08
498,85,246,1,Tidak terlalu menarik.,2024-11-16
499,78,342,4,Could be better.,2024-07-22
500,53,174,5,Could be better.,2025-02-14
